id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
11311,2019,Bengaluru,07-04-2019,RCB,DC,DC,field,normal,0,DC,0,4,K Rabada,M. Chinnaswamy Stadium,S Ravi,Yeshwant Barde,O Nandan
11312,2019,Jaipur,07-04-2019,RR,KKR,KKR,field,normal,0,KKR,0,8,H Gurney,Sawai Mansingh Stadium,Chris Gaffaney,Anil Chaudhary,Bruce Oxenford
11313,2019,Mohali,08-04-2019,SH,KXP,KXP,field,normal,0,KXP,0,6,KL Rahul,IS Bindra Stadium,Marais Erasmus,Anil Dandekar,Nitin Menon
11314,2019,Chennai,09-04-2019,KKR,CSK,CSK,field,normal,0,CSK,0,7,DL Chahar,M. A. Chidambaram Stadium,Rod Tucker,C Shamshuddin,Ulhas Gandhe
11315,2019,Mumbai,10-04-2019,KXP,MI,MI,field,normal,0,MI,0,3,KA Pollard,Wankhede Stadium,Yeshwant Barde,S Ravi,O Nandan
11316,2019,Jaipur,11-04-2019,RR,CSK,CSK,field,normal,0,CSK,0,4,MS Dhoni,Sawai Mansingh Stadium,Bruce Oxenford,Ulhas Gandhe,Chris Gaffaney
11317,2019,Kolkata,12-04-2019,KKR,DC,DC,field,normal,0,DC,0,7,S Dhawan,Eden Gardens,Yeshwant Barde,O Nandan,Rod Tucker
11318,2019,Mumbai,13-04-2019,MI,RR,RR,field,normal,0,RR,0,4,JC Buttler,Wankhede Stadium,Nitin Menon,Nanda Kishore,Marais Erasmus
11319,2019,Mohali,13-04-2019,KXP,RCB,RCB,field,normal,0,RCB,0,8,AB de Villiers,IS Bindra Stadium,S Ravi,Ulhas Gandhe,Nigel Llong
11320,2019,Kolkata,14-04-2019,KKR,CSK,CSK,field,normal,0,CSK,0,5,Imran Tahir,Eden Gardens,Rod Tucker,O Nandan,Yeshwant Barde
11321,2019,Hyderabad,14-04-2019,DC,SH,SH,field,normal,0,DC,39,0,K Paul,Rajiv Gandhi Intl. Cricket Stadium,Anil Chaudhary,Bruce Oxenford,Chris Gaffaney
11322,2019,Mumbai,15-04-2019,RCB,MI,MI,field,normal,0,MI,0,5,SL Malinga,Wankhede Stadium,Marais Erasmus,Nitin Menon,Nanda Kishore
11323,2019,Mohali,16-04-2019,KXP,RR,RR,field,normal,0,KXP,12,0,R Ashwin,IS Bindra Stadium,Anil Chaudhary,Vineet Kulkarni,S Ravi
11324,2019,Hyderabad,17-04-2019,CSK,SH,CSK,bat,normal,0,SH,0,6,DA Warner,Rajiv Gandhi Intl. Cricket Stadium,Ian Gould,Ulhas Gandhe,C Shamshuddin
11325,2019,Delhi,18-04-2019,MI,DC,MI,bat,normal,0,MI,40,0,HH Pandya,Feroz Shah Kotla Ground,Nigel Llong,Bruce Oxenford,Anil Chaudhary
11326,2019,Kolkata,19-04-2019,RCB,KKR,KKR,field,normal,0,RCB,10,0,V Kohli,Eden Gardens,Ian Gould,Nitin Menon,Anil Dandekar
11327,2019,Jaipur,20-04-2019,MI,RR,RR,field,normal,0,RR,0,5,SPD Smith,Sawai Mansingh Stadium,S Ravi,Yeshwant Barde,O Nandan
11328,2019,Delhi,20-04-2019,KXP,DC,DC,field,normal,0,DC,0,5,SS Iyer,Feroz Shah Kotla Ground,Ulhas Gandhe,C Shamshuddin,Bruce Oxenford
11329,2019,Hyderabad,21-04-2019,KKR,SH,SH,field,normal,0,SH,0,9,K Ahmed,Rajiv Gandhi Intl. Cricket Stadium,Nitin Menon,Nigel Llong,Ian Gould
11330,2019,Bengaluru,21-04-2019,RCB,CSK,CSK,field,normal,0,RCB,1,0,PA Patel,M. Chinnaswamy Stadium,Vineet Kulkarni,Rod Tucker,Anil Chaudhary
11331,2019,Jaipur,22-04-2019,RR,DC,DC,field,normal,0,DC,0,6,RR Pant,Sawai Mansingh Stadium,S Ravi,Nanda Kishore,Yeshwant Barde
11332,2019,Chennai,23-04-2019,SH,CSK,CSK,field,normal,0,CSK,0,6,SR Watson,M. A. Chidambaram Stadium,Nigel Llong,Anil Chaudhary,Vineet Kulkarni
11333,2019,Bengaluru,24-04-2019,RCB,KXP,KXP,field,normal,0,RCB,17,0,AB de Villiers,M. Chinnaswamy Stadium,Bruce Oxenford,C Shamshuddin,Rod Tucker
11334,2019,Kolkata,25-04-2019,KKR,RR,RR,field,normal,0,RR,0,3,VR Aaron,Eden Gardens,Ian Gould,Anil Dandekar,Nitin Menon
11335,2019,Chennai,26-04-2019,MI,CSK,CSK,field,normal,0,MI,46,0,RG Sharma,M. A. Chidambaram Stadium,Nigel Llong,Anil Chaudhary,Vineet Kulkarni
11336,2019,Jaipur,27-04-2019,SH,RR,RR,field,normal,0,RR,0,7,JD Unadkat,Sawai Mansingh Stadium,Yeshwant Barde,Nand Kishore,Sundaram Ravi
11337,2019,Delhi,28-04-2019,DC,RCB,DC,bat,normal,0,DC,16,0,S Dhawan,Feroz Shah Kotla Ground,Bruce Oxenford,KN Ananthapadmanabhan,C Shamshuddin
11338,2019,Kolkata,28-04-2019,KKR,MI,MI,field,normal,0,KKR,34,0,AD Russell,Eden Gardens,Ian Gould,Nitin Menon,Anil Dandekar
11339,2019,Hyderabad,29-04-2019,SH,KXP,KXP,field,normal,0,SH,45,0,DA Warner,Rajiv Gandhi Intl. Cricket Stadium,S Ravi,O Nandan,Nanda Kishore
11340,2019,Bengaluru,30-04-2019,RCB,RR,RR,field,no result,0,,0,0,,M. Chinnaswamy Stadium,Nigel Llong,Ulhas Gandhe,Anil Chaudhary
11341,2019,Chennai,01-05-2019,CSK,DC,DC,field,normal,0,CSK,80,0,MS Dhoni,M. A. Chidambaram Stadium,Anil Dandekar,Nitin Menon,Ian Gould
11342,2019,Mumbai,02-05-2019,MI,SH,MI,bat,tie,0,MI,0,0,JJ Bumrah,Wankhede Stadium,S Ravi,O Nandan,Nanda Kishore
11343,2019,Mohali,03-05-2019,KXP,KKR,KKR,field,normal,0,KKR,0,7,S Gill,IS Bindra Stadium,Bruce Oxenford,C Shamshuddin,KN Ananthapadmanabhan
11344,2019,Delhi,04-05-2019,RR,DC,RR,bat,normal,0,DC,0,5,A Mishra,Feroz Shah Kotla Ground,Ian Gould,Anil Dandekar,Nitin Menon
11345,2019,Bengaluru,04-05-2019,SH,RCB,RCB,field,normal,0,RCB,0,4,S Hetmyer,M. Chinnaswamy Stadium,Nigel Llong,Anil Chaudhary,Ulhas Gandhe
11346,2019,Mohali,05-05-2019,CSK,KXP,KXP,field,normal,0,KXP,0,6,KL Rahul,IS Bindra Stadium,KN Ananthapadmanabhan,C Shamshuddin,Bruce Oxenford
11347,2019,Mumbai,05-05-2019,KKR,MI,MI,field,normal,0,MI,0,9,HH Pandya,Wankhede Stadium,Nanda Kishore,O Nandan,S Ravi
11412,2019,Chennai,07-05-2019,CSK,MI,CSK,bat,normal,0,MI,0,6,AS Yadav,M. A. Chidambaram Stadium,Nigel Llong,Nitin Menon,Ian Gould
11413,2019,Visakhapatnam,08-05-2019,SH,DC,DC,field,normal,0,DC,0,2,RR Pant,ACA-VDCA Stadium,,,
11414,2019,Visakhapatnam,10-05-2019,DC,CSK,CSK,field,normal,0,CSK,0,6,F du Plessis,ACA-VDCA Stadium,Sundaram Ravi,Bruce Oxenford,Chettithody Shamshuddin
11415,2019,Hyderabad,12-05-2019,MI,CSK,MI,bat,normal,0,MI,1,0,JJ Bumrah,Rajiv Gandhi Intl. Cricket Stadium,Nitin Menon,Ian Gould,Nigel Llong
